,post_id,owner_id,from_id,text,reply_owner_id,reply_post_id,num_comments,date
196,111,10003,20226703,вот я тебе про него говорил,,,0,1287943444
197,108,10003,20226703,крутой бро,,,0,1287782215
198,104,10003,20226703,вот тебе гоп реп,,,3,1287750457
199,103,10003,45649128,,,,0,1287747236
200,98,10003,20226703,,,,0,1286823511
201,97,10003,20226703,,,,0,1285882325
202,94,10003,20226703,,,,0,1284669921
203,93,10003,20226703,и про мельницы не забывай,,,0,1283895970
204,92,10003,20226703,,,,0,1283895928
205,91,10003,20226703,Yep!спасибо хоуми!,,,0,1283680226
206,90,10003,54779,Приглашаю тебя поиграть в игру Лягушка-путешественница,,,0,1282608703
207,89,10003,337131,,,,0,1280305349
208,88,10003,74512,,,,0,1278106769
209,87,10003,19171172,"С Днем Варенья! Любви тебе, терпения, счастья и здоровья!",,,0,1276183292
210,86,10003,228304,поздравляю!!!!!) всего и побольше!),,,0,1276168935
211,85,10003,366121,С Днем),,,0,1276161297
212,84,10003,10517258,,,,0,1276143039
213,83,10003,6437876,С днем рождения дружище,,,0,1276142552
214,82,10003,7790087,"С Днём Рождения, Никита... будь счастлив!
14 лет... ты повзрослел))",,,0,1276115620
215,81,10003,337131,,,,0,1276041164
216,80,10003,54779,,,,0,1273178719
217,79,10003,54779,,,,0,1273178452
218,78,10003,26234918,,,,0,1273134032
219,77,10003,54779,http://filmix.net/serialy/6697-smotret-onlajn-teoriya-bolshogo-vzryva-2009.html,,,0,1272658691
220,76,10003,26234918,,,,0,1272486039
221,75,10003,54779,,,,0,1272399541
222,74,10003,54779,,,,0,1272399511
223,73,10003,10003,http://vkontakte.ru/profile.php?id=7790087        ------ Страничка моего друга.....поддержите его 3 месяца назад он узнал что у него рак....поддержите его =)).,,,0,1272066299
224,72,10003,523886,,,,0,1272064308
225,71,10003,54779,,,,0,1271841121
226,70,10003,26234918,,,,0,1270668562
227,69,10003,54779,http://filmix.net/serialy/6697-smotret-onlajn-teoriya-bolshogo-vzryva-2009.html,,,0,1270236387
228,68,10003,56254826,,,,0,1269814909
229,67,10003,54779,))) Да эт я просто прочел твой ник))) ,,,0,1269668888
230,66,10003,54779,You cause only pity ),,,0,1269614691
231,65,10003,10003,Поддержим Алёну!!! оставляйте приятные коментарии...http://vkontakte.ru/album-12598399_105154521.,,,0,1266613089
232,64,10003,54779,,,,0,1266584696
233,63,10003,19171172,"С Днем влюбленных тебя поздравляю,
И хочу, чтоб в дороге твоей
Ни конца не сыскалось, ни края
Для счастливых и радостных дней.
Чтоб любовная лодка не знала
Ни штормов, ни поломок, ни гроз,
И надежда - штурвал управляла
Кораблем твоей жизни всерьез! 

P.S Любви здоровья и счастья тебе в дальнейшей жизни солнце...",,,0,1266165752
234,62,10003,48059,,,,0,1265986807
235,61,10003,48059,,,,0,1265019352
236,60,10003,19171172,С Новым Годом Никит! Счастья любви и здоровья! Новых высот в этом году!,,,0,1262438234
237,59,10003,425206,"С Новым 2о1о Годом!!уррааа!!))счастья, радости, улыбок!!))",,,0,1262295616
238,58,10003,54779,,,,0,1262290399
239,57,10003,6679836,"http://www.umor.onru.ru/allbaze/6453.swf
С НАСТУПАЮЩИМ!!!!!!",,,0,1262277637
240,56,10003,10003,Прости меня!	Хоть я и знаю	Что оправдания	мне нет.	Но всё же.....	Я надеюсь Ты простишь!,,,0,1262089154
241,55,10003,10003,Прости меня! Хоть я и знаю Что оправдания мне нет. Но всё же..... Я надеюсь 	Ты простишь!,,,0,1262089045
242,54,10003,56254826,,,,0,1260217871
243,53,10003,224640,,,,0,1258059061
244,52,10003,74512,"ох, скоро пойду на бойню.
хз из-за чего, но нужно набить кое-кому рыло.",,,0,1257595982
245,51,10003,54779,,,,0,1257527268
246,50,10003,10003,люблю Писушу.,,,0,1253626225
247,49,10003,224640,,,,0,1253218453
248,48,10003,10003,Съел детей - покури.,,,0,1252855978
249,47,10003,1081115,,,,0,1252311009
250,46,10003,1081115,,,,0,1252270412
251,45,10003,216056,красавчик!,,,0,1252177365
252,44,10003,224640,,,,0,1250020251
253,43,10003,10003,Скучаю Писуше =(.,,,0,1248744253
254,42,10003,10003,Я люблю Писушу:).,,,0,1248268742
255,41,10003,29945769,"С днем рождения, Никитка! Желаю тебе всего всего хорошего, удачи, успехов. ты очень хороший человек:)",,,0,1244652145
256,40,10003,216056,"С Днеееем рождения,дяяяяядька!  !!!!!13лет-большой срок! в следующем году паспорт, ответственность! готовься))))
так, я отвлекся!желаю тебе всего -всего-всего такого классного, красочного и веселого-детишек в разноцветных костюмах))))
что бы у тебя было все, как ты хочешь! с праздником!)",,,0,1244647583
257,39,10003,366121,C Днем),,,0,1244641147
258,38,10003,255712,"C Днюхой!
Наконец тебе исполнилось 13)))",,,0,1244637882
259,37,10003,64878,С днем рождения!,,,0,1244636024
260,36,10003,140014,С Днем Рождения Никитос! =),,,0,1244630543
261,35,10003,7790087,"С Днём Рождения!!!

Happy Birthday!!!

Mit dem Geburtstag!!!

Avec l'anniversaire!!!
",,,0,1244625457
262,34,10003,6437876,С Днем  Рождения Никитос!!!,,,0,1244621715
263,33,10003,12472838,"Ну, С днём!!!",,,0,1244611198
264,32,10003,2011237,С днём рождения!!!!,,,0,1244597653
265,31,10003,190412,,,,0,1244597102
266,30,10003,2369630,С Днём РожденьЯ:))),,,0,1244580036
267,29,10003,259869,"C ДНЕМ РОЖДЕНИЯ! хочу пожелать тебе..... большой,верной любви,удачи в делах...найти себя в этой жизни не так и мало важно... так что, сил тебе.... и огромного везения!",,,0,1244579921
268,28,10003,168494,,,,0,1244578907
269,27,10003,1081115,,,,0,1244573455
270,26,10003,1081115,,,,0,1244572973
271,25,10003,1081115,,,,0,1244010649
272,24,10003,10003,<--  Жесть.....,,,0,1241277738
273,23,10003,550368,привет Ник!,,,0,1240754661
274,22,10003,10003,ААА....где найти работу? я скоро повешусь дома....,,,0,1240224437
275,21,10003,74512,,,,0,1239229624
276,20,10003,27722218,"Ситуация!!!
Поход, нам пришлось спать в одной палатке...ммм...
Чем мы будем заниматься???
1-мирно спать.
2-разговаривать.
3-целоваться.
4-обниматься.
5- займемся сексом.
6-нажремся водки и пойдем пугать зверей.
7-полистаем журнальчики.
8-будем приставать друг к другу.
9-я вообще буду спать на березе.
10-будем изучать камасутру.
11-поиграем в бутылочку или в карты.
12-будем делать то, что предложешь ты.
13-будем считать звезды.
14-у нас будет ночь страсти!
Разошли это всем и узнай кто и че будет делать с тобой в лесу!
Будет весело!!!
ОТВЕТ МНЕ НА СТЕНУ!!!!!!!!!!!!!!!!!",,,0,1237998169
277,19,10003,74512,,,,0,1236589274
278,18,10003,74512,"Поздравляю тебя, как будущего защитника ЛЮБИМОГО твоего ОТЕЧЕСТВА! 
Старайся...мужиииик.",,,0,1235344901
279,17,10003,54779,"абсолютно, ничего.",,,0,1234514469
280,16,10003,54779,,,,0,1234474794
281,15,10003,1081115,,,,0,1234394564
282,14,10003,621922,Хенкок черный!!а ты белый!!!,,,0,1231722157
283,13,10003,10003,<-----Hancock.,,,0,1231711394
284,12,10003,1081115,СИСЯ!!!!,,,0,1231005110
285,11,10003,10003,"100
99
98
97
96
95
94
93
92
91
90
89
88
87
86
85
84
83
82
81
80
79
78
77
76
75
74
73
72
71
70
69
68
67
66
65
64
63
62
61
60
59
58",,,0,1230032293
286,10,10003,10003,sds.,,,0,1230031943
287,9,10003,10003,10.,,,0,1230031753
288,8,10003,10003,"10
9
8
7
6
5
4
3
2
1
0
и всё же чем дальше тем только хуже и хуже.... =*(.",,,0,1230030219
289,7,10003,1081115,http://vkontakte.ru/apps.php?act=s&id=2675,,,0,1229815928
290,6,10003,97741,,,,0,1228991514
291,5,10003,1081115,,,,0,1226795045
292,4,10003,1081115,,,,0,1226794606
293,3,10003,1081115,,,,0,1226793987
294,2,10003,1081115,,,,0,1226793575
295,1,10003,10003,ООООУУУУ еееее........меня не убъёт куча байкеров......ееееее.,,,0,1212834343
296,1499,10010,10010,,,,0,1543568810
297,1676,10010,10010,,,,0,1614430151
298,1675,10010,10010,,,,0,1614002024
299,1674,10010,10010,,,,0,1614002011
300,1673,10010,10010,,,,0,1613824484
301,1672,10010,10010,,,,0,1613821357
302,1666,10010,10010,,,,0,1612090810
303,1653,10010,10010,,,,0,1608669222
304,1651,10010,10010,,,,0,1607358384
305,1637,10010,10010,,,,0,1598380832
306,1636,10010,10010,,,,0,1598102651
307,1635,10010,10010,,,,0,1598002299
308,1633,10010,10010,,,,0,1597330172
309,1627,10010,10010,,,,0,1595355478
310,1625,10010,10010,,,,0,1594891638
311,1624,10010,10010,,,,0,1594057402
312,1623,10010,10010,,,,0,1593538637
313,1622,10010,10010,,,,0,1591723143
314,1621,10010,10010,,,,0,1591469753
315,1616,10010,10010,,,,0,1588777119
316,1615,10010,10010,,,,0,1588776966
317,1613,10010,10010,,,,0,1588530491
318,1611,10010,10010,,,,0,1587134636
319,1609,10010,10010,,,,0,1585819654
320,1595,10010,10010,,,,0,1579963314
321,1593,10010,10010,,,,0,1575733951
322,1592,10010,10010,,,,0,1573984902
323,1591,10010,10010,,,,0,1573204780
324,1589,10010,10010,,,,0,1572978678
325,1588,10010,10010,,,,0,1572109170
326,1586,10010,10010,,,,0,1571124295
327,1585,10010,10010,,,,0,1571118874
328,1583,10010,10010,,,,0,1570723149
329,1581,10010,10010,,,,0,1569694295
330,1579,10010,10010,,,,0,1568009742
331,1574,10010,10010,,,,0,1563014249
332,1572,10010,10010,,,,0,1561887095
333,1571,10010,10010,,,,0,1560689636
334,1567,10010,10010,,,,0,1558120242
335,1556,10010,10010,,,,0,1553183250
336,1544,10010,10010,,,,0,1548929366
337,465,10012,10012,,,,0,1555778292
338,463,10012,10012,Прям они 6 месяцев нейросеть тренировали! https://3dnews.ru/984627/page-2.html#cc-84180533,,,1,1554319295
339,459,10012,1042598,С Днём рождения! Всех благ! Здоровья!!!,,,1,1513170384
340,456,10012,10012,"Трофей из Испании =)
#хамон",,,2,1500795516
341,455,10012,10012,,,,0,1494748822
342,454,10012,10012,Очень красиво!,,,0,1493752286
343,453,10012,10012,Подпись соответсвует содержимому. Мелодия ужасна =),,,0,1492851205
344,452,10012,10012,Со мной всё в порядке.,,,0,1491246431
345,451,10012,10012,,,,0,1485074288
346,450,10012,10012,,,,0,1483627510
347,448,10012,1042598,С Днём рождения! Всех благ! Успехов! Здоровья!!! 🎉🎂😜,,,1,1481637170
348,447,10012,10012,Выборг,,,0,1476088278
349,446,10012,10012,,,,0,1474789553
350,445,10012,10012,"Внезапно прокатился в Tesla. Правда только пассажиром.
#Tesla",,,0,1474789302
351,441,10012,10012,"Ура! Буду показывать ребенку. Интересно как он их воспримет?! Помню в детстве это был целый ритуал с белой простыней и темной комнатой. Вероятно сам процесс так же доставлял мне удовольствие.
#диафильм",,,3,1459357589
352,440,10012,10012,"А ЗСД и стадион действительно строят! Прогресс ощутимый!
#ЗСД",,,0,1459101420
353,439,10012,10012,,,,0,1458324450
354,436,10012,10012,"С Почтой России что-то происходит. Как вам посылка из Китая (обычный free shipping) за 8 дней? Таможню прошла за 1 день! И как вишенка на торте при поступлении в почтовое отделение СМС уведомление о том, что можно уже забирать. Респект и уважуха!",,,2,1453990230
355,434,10012,1042598,С Днём Варенья! Всего!,,,1,1450013049
356,432,10012,1286612,С днём рождения !!! 🎉 🎊 🎉 🎈 🎉 😊,,,1,1450011947
357,427,10012,10012,"Вот такие плюшки прилетали!
#градвегипте",,,4,1445785910
358,426,10012,10012,"Град в Хургаде =)
Высокий сезон, +32 и довольно крупный град
#градвегипте",,,0,1445785756
359,425,10012,10012,Забавное средство передвижения =),,,0,1438603845
360,424,10012,10012,Mutko speaks English,,,0,1432911532
361,423,10012,7901851,😉 Вам открытка —->  ❤ http://vk.com/app2815682 ❤,,,0,1428788434
362,422,10012,10012,:),,,0,1428072039
363,421,10012,10012,,,,0,1427123950
364,420,10012,10012,=),,,0,1426841577
365,419,10012,10012,"Вернем Кларксона в Top Gear!
#BringBackClarkson",,,0,1426615717
366,418,10012,10012,Безумный баскетбол :),,,0,1424330978
367,417,10012,10012,Вот это реальный винтаж =),,,0,1424268881
368,416,10012,10012,,,,0,1423572154
369,415,10012,10012,,,,0,1421568197
370,414,10012,10012,"Я не понял это модный тренд теперь такой носить Шубу/Мутон с Кроссовками и Лосинами? =) В эту зиму постоянно вижу девушек в таком прикиде. Дорогие девушки, имейте в виду, смотрится просто ужасно.",,,0,1421219474
371,413,10012,7901851,😉 Вам открытка —->  ❤ http://vk.com/app2815682 ❤,,,0,1420066991
372,412,10012,7901851,😉 Вам открытка —->  ❤ http://vk.com/app2815682 ❤,,,0,1420052470
373,408,10012,1286612,С днём рождения !!! :),,,1,1418475772
374,407,10012,316469,С днем рождения тебя! Счастья и здоровья!,,,1,1418473893
375,406,10012,42358,"С Днем Рождения,Никита!Всех благ и побольше🎁😉🎊",,,1,1418468914
376,405,10012,10012,Как работает склад Amazon,,,0,1417692680
377,404,10012,10012,Сынуля,,,0,1417249445
378,403,10012,10012,"Офигеть, будущее уже наступило...",,,0,1416815361
379,402,10012,10012,"Классно сделали!

Batman Evolution - ThePianoGuys:",,,0,1412052235
380,399,10012,10012,"Все, наконец-то дома...",,,0,1410596090
381,388,10012,10012,Solvex & Orenair СУКИ!,,,12,1410541275
